CPE Status,Customer,Etherway,Etherflow Ref,Serial Number,Siebel Ref,CPEType,Address (County),Person,SFP Type LAN (Adva),Created,SFP Type WAN (Adva),date,CPEs,SFPs,ADVA825s,ADVA201s,ADVAXG210s,Ciscos,Huaweis,Nokias
Ballymount Stores,MCI WorldCom International,WOCMETHW55259,WOCMETHG55260,LBADVA71192301008,,ADVA 201,Dublin,D.Carty,N/A - Adva Electrical Port,21/10/2019,Adva 10K Single Fibre SFP,24/10/2019,1,1,0,1,0,0,0,0
Ballymount Stores,MCI WorldCom International,WOCMETHW55235,WOCMETHG55236,LBADVA71192300921,,ADVA 201,Dublin,S.Davidson,N/A - Adva Electrical Port,22/10/2019,Adva 10K Dual Fibre SFP,24/10/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Global Crossing Ireland Ltd,GLCRETHW54699,GLCRETHG54700,LBADVA71192301088,,ADVA 201,Dublin,D.Carty,N/A - Adva Electrical Port,22/10/2019,Adva 10K Single Fibre SFP,24/10/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Schneider Electric Ireland,SCHNETHW55035,SCHNETHGIP55036,LBADVA71192300914,,ADVA 201,Kildare,S.Davidson,N/A - Adva Electrical Port,22/10/2019,Adva 10K Dual Fibre SFP,24/10/2019,1,1,0,1,0,0,0,0
Courier Shipped to Site,Schneider Electric Ireland,SCHNETHW55156,SCHNETHGIP55157,LBADVA71192003879,,ADVA 201,Galway,D.Carty,N/A - Adva Electrical Port,22/10/2019,Adva 10K Single Fibre SFP,04/11/2019,1,1,0,1,0,0,0,0
Engineer Collected,Voluntary Health Insurance,VHIETHW55281,VHIETHG55282,LBADVA71192300938,,ADVA 201,Kilkenny,S.Davidson,N/A - Adva Electrical Port,23/10/2019,Adva 10K Single Fibre SFP,01/11/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Irish Aviation,IAAAETHW53213,IAAAETHGG53214,LBADVA71192301014,,ADVA 201,Cork,G.Moran,N/A - Adva Electrical Port,24/10/2019,Adva 10K Dual Fibre SFP,24/10/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Global Crossing Ireland Ltd,GLCRETHW54702,GLCRETHG54703,LBADVA71192003882,,ADVA 201,Dublin,G.Moran,Adva Dual Fibre SFP (10k),24/10/2019,Adva 10K Single Fibre SFP,07/11/2019,1,2,0,1,0,0,0,0
Ballymount Stores,Coinbase Ireland Limited,COINETHW55153,COINETHGIP55155,LBADVA71192204239,,ADVA XG210,Dublin,D.Carty,Adva 10Gig XFP (10k),24/10/2019,Adva 10Gig XFP (10km),07/11/2019,1,2,0,0,1,0,0,0
Ballymount Stores,Concert B Ends,CNCRETHW55273,CNCRETHGM55274,LBADVA71192300971,,ADVA 201,Clare,P.Fox,N/A - Adva Electrical Port,24/10/2019,Adva 10K Dual Fibre SFP,07/11/2019,1,1,0,1,0,0,0,0
Engineer Collected,GTT-EMEA LTD,GTTEETHW55253,GTTEETHG55254,LBADVA71192301042,,ADVA 201,Louth,P.Fox,N/A - Adva Electrical Port,25/10/2019,Adva 10K Single Fibre SFP,08/11/2019,1,1,0,1,0,0,0,0
Ballymount Stores,FBD Insurance,FBDIETHW55002,FBDIETHG55003,LBADVA71192300996,,ADVA 201,Wexford,S.Davidson,N/A - Adva Electrical Port,25/10/2019,Adva 10K Dual Fibre SFP,07/11/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Voluntary Health Insurance,VHIETHW55279,VHIETHG55280,LBADVA71192300988,,ADVA 201,Dublin,D.Carty,N/A - Adva Electrical Port,25/10/2019,Adva 10K Single Fibre SFP,07/11/2019,1,1,0,1,0,0,0,0
Engineer Collected,Equant,ORBSETHW55076,ORBSETHG55077,LBADVA71192003962,,ADVA 201,Dublin,S.Davidson,N/A - Adva Electrical Port,29/10/2019,Adva 10K Dual Fibre SFP,05/11/2019,1,1,0,1,0,0,0,0
Ballymount Stores,MY0165 ESB Shop Ballina - THREE,NA,N/A,,1-878057461,NOKIA 7210 SAS-MXP,MAYO,N.Sexton,N/A,29/10/2019,N/A,29/10/2019,1,1,0,0,0,0,0,1
Limerick Office,Concert B Ends,CNCRETHW55275,CNCRETHGM55276,LBADVA71192003893,,ADVA 201,Clare,D.Carty,N/A - Adva Electrical Port,30/10/2019,Adva 10K Dual Fibre SFP,01/11/2019,1,1,0,1,0,0,0,0
Engineer Collected,O2,ESDGETHW55183,ESDGETHG55184,LBADVA71192301035,,ADVA 201,Dublin,S.Davidson,N/A - Adva Electrical Port,31/10/2019,Adva 10K Dual Fibre SFP,11/11/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Concert B Ends,CNCRETHW55355,CNCRETHGM55356,LBADVA71192301021,,ADVA 201,Dublin,G.Moran,N/A - Adva Electrical Port,31/10/2019,Adva 10K Single Fibre SFP,07/11/2019,1,1,0,1,0,0,0,0
Ballymount Stores,FBD Insurance,FBDIETHW55004,FBDIETHG55005,LBADVA71181701561,,ADVA 201,Galway,S.Davidson,N/A - Adva Electrical Port,31/10/2019,Adva 10K Dual Fibre SFP,07/11/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Colt Telecom,COLTETHW55319,COLTETHG55320,LBADVA71185102136,,ADVA 201,Dublin,G.Moran,N/A - Adva Electrical Port,01/11/2019,Adva 10K Single Fibre SFP,07/11/2019,1,1,0,1,0,0,0,0
Ballymount Stores,MCI WorldCom International,WOCMETHW55288,WOCMETHG55289,LBADVA71192301077,,ADVA 201,Dublin,S.Davidson,N/A - Adva Electrical Port,04/11/2019,Adva 10K Single Fibre SFP,07/11/2019,1,1,0,1,0,0,0,0
Ballymount Stores,O2,ESDGETHW55205,ESDGETHG55206,LBADVA71192300942,,ADVA 201,Cavan,P.Fox,N/A - Adva Electrical Port,04/11/2019,Adva 10K Dual Fibre SFP,07/11/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Telecom Limited,TCOMETHW55290,TCOMETHG55291,LBADVA71192300935,,ADVA 201,Limerick,G.Moran,N/A - Adva Electrical Port,04/11/2019,Adva 40K Single Fibre SFP,07/11/2019,1,1,0,1,0,0,0,0
Ballymount Stores,O2,ESDGETHW55197,ESDGETHG55198,LBADVA71191904549,,ADVA 201,Galway,P.Fox,N/A - Adva Electrical Port,04/11/2019,Adva 10K Dual Fibre SFP,07/11/2019,1,1,0,1,0,0,0,0
Ballymount Stores,O2,ESDGETHW55185,ESDGETHG55186,LBADVA71192301037,,ADVA 201,Kilkenny,S.Davidson,N/A - Adva Electrical Port,05/11/2019,Adva 10K Dual Fibre SFP,11/11/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Global Crossing Ireland Ltd,GLCRETHW55353,GLCRETHG55354,LBADVA71192300917,,ADVA 201,Dublin,G.Moran,N/A - Adva Electrical Port,05/11/2019,Adva 10K Single Fibre SFP,11/11/2019,1,1,0,1,0,0,0,0
Ballymount Stores,O2,ESDGETHW55187,ESDGETHG55188,LBADVA71192300930,,ADVA 201,Dublin,P.Fox,N/A - Adva Electrical Port,05/11/2019,Adva 10K Dual Fibre SFP,11/11/2019,1,1,0,1,0,0,0,0
Ballymount Stores,O2,ESDGETHW55213,ESDGETHG55214,LBADVA71192301012,,ADVA 201,Offaly,D.Carty,N/A - Adva Electrical Port,05/11/2019,Adva 10K Dual Fibre SFP,11/11/2019,1,1,0,1,0,0,0,0
Ballymount Stores,O2,ESDGETHW55207,ESDGETHG55208,LBADVA71192301034,,ADVA 201,Wexford,S.Mernagh,N/A - Adva Electrical Port,05/11/2019,Adva 10K Dual Fibre SFP,11/11/2019,1,1,0,1,0,0,0,0
Ballymount Stores,O2,ESDGETHW55211,ESDGETHG55212,LBADVA71192300915,,ADVA 201,Louth,D.Carty,N/A - Adva Electrical Port,05/11/2019,Adva 10K Dual Fibre SFP,11/11/2019,1,1,0,1,0,0,0,0
Ballymount Stores,O2,ESDGETHW55209,ESDGETHG55210,LBADVA71192300961,,ADVA 201,Meath,D.Carty,N/A - Adva Electrical Port,05/11/2019,Adva 10K Dual Fibre SFP,11/11/2019,1,1,0,1,0,0,0,0
Ballymount Stores,O2,ESDGETHW55203,ESDGETHG55204,LBADVA71192301050,,ADVA 201,Dublin,D.Carty,N/A - Adva Electrical Port,06/11/2019,Adva 10K Dual Fibre SFP,11/11/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Colt Telecom,COLTETHW55439,COLTETHG55440,LBADVA71192300933,,ADVA 201,Kildare,P.Fox,N/A - Adva Electrical Port,06/11/2019,Adva 10K Dual Fibre SFP,11/11/2019,1,1,0,1,0,0,0,0
Ballymount Stores,O2,ESDGETHW55215,ESDGETHG55216,LBADVA71192300925,,ADVA 201,Meath,D.Carty,N/A - Adva Electrical Port,07/11/2019,Adva 10K Dual Fibre SFP,11/11/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Statestreet Ireland Intl,STSTETHW55373,STSTETHG55374,LBADVA71192300991,,ADVA XG210,Kilkenny,S.Davidson,Adva Multimode SFP (10k),07/11/2019,Adva 10Gig XFP (10km),11/11/2019,1,2,0,0,1,0,0,0
Ballymount Stores,Primark,PRMKETHW54837,PRMKETHG54838,LBADVA71192300924,,ADVA 201,Dublin,D.Carty,N/A - Adva Electrical Port,07/11/2019,Adva 10K Dual Fibre SFP,11/11/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Pure Telecom Limited,PUREETHW55442,PUREETHGIP55443,LBADVA71192300927,,ADVA 201,Meath,S.Davidson,N/A - Adva Electrical Port,08/11/2019,Adva 10K Dual Fibre SFP,11/11/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Telecom Limited,TELEETHW55417,TELEETHG55418,LBADVA71192300923,,ADVA 201,Dublin,S.Davidson,N/A - Adva Electrical Port,11/11/2019,Adva 10K Single Fibre SFP,13/11/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Concert B Ends,CNCRETHW54958,CNCRETHGM54959,LBADVA71192300940,,ADVA 201,Cork,S.Mernagh,N/A - Adva Electrical Port,11/11/2019,Adva 10K Dual Fibre SFP,13/11/2019,1,1,0,1,0,0,0,0
Ballymount Stores,O2,ESDGETHW55217,ESDGETHG55218,LBADVA71192301080,,ADVA 201,Laois,D.Carty,N/A - Adva Electrical Port,11/11/2019,Adva 10K Dual Fibre SFP,13/11/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Irish Telecom,ITELETHW55633,ITELETHG55634,LBADVA71192301081,,ADVA 201,Dublin,S.Davidson,N/A - Adva Electrical Port,11/11/2019,Adva 10K Dual Fibre SFP,13/11/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Statestreet Ireland Intl,STSTETHW55656,STSTETHG55657,LBADVA71192301051,1-900353931,ADVA 201,Dublin,P.Fox,Adva Multimode SFP (10k),11/11/2019,Adva 10K Single Fibre SFP,13/11/2019,1,2,0,1,0,0,0,0
Ballymount Stores,GTT-EMEA LTD,GTTEETHW55447,GTTEETHG55448,LBADVA71192300920,1-900033541,ADVA 201,Dublin,P.Fox,Adva Dual Fibre SFP (10k),11/11/2019,Adva 10K Single Fibre SFP,13/11/2019,1,2,0,1,0,0,0,0
Ballymount Stores,Equant,ORBSETHW54573,ORBSETHGIP54574,LBADVA71192300939,,ADVA 201,Dublin,D.Carty,N/A - Adva Electrical Port,11/11/2019,Adva 10K Single Fibre SFP,13/11/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Primark,PRMKETHW54835,PRMKETHG54836,LBADVA71192300928,,ADVA 201,Dublin,S.Mernagh,N/A - Adva Electrical Port,11/11/2019,Adva 10K Single Fibre SFP,13/11/2019,1,1,0,1,0,0,0,0
Ballymount Stores,SYNOPTIC COMMUNICATIONS,SYNOETHW55396,SYNOETHGIP55397,LBADVA71192300918,1-899741911,ADVA 201,Kildare,P.Fox,N/A - Adva Electrical Port,12/11/2019,Adva 40K Single Fibre SFP,13/11/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Colt Telecom,COLTETHW55493,COLTETHG55494,LBADVA71192300932,,ADVA 201,Dublin,P.Fox,N/A - Adva Electrical Port,12/11/2019,Adva 10K Single Fibre SFP,13/11/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Irish Telecom,ITELETHW55635,ITELETHG55636,LBADVA71192300931,1-900522501,ADVA 201,Dublin,P.Fox,Adva Dual Fibre SFP (10k),12/11/2019,Adva 10K Single Fibre SFP,13/11/2019,1,2,0,1,0,0,0,0
Staging Area,Zurich Insurance,ZURCETHW55316,ZURCETHG55318,LBADVA71192301072,,ADVA 201,Dublin,D.Carty,N/A - Adva Electrical Port,12/11/2019,Adva 10K Single Fibre SFP,13/11/2019,1,1,0,1,0,0,0,0
Staging Area,GTT-EMEA LTD,GTTEETHW55444,GTTEETHGIP55446,LBADVA71192301061,,ADVA 201,Dublin,D.Carty,N/A - Adva Electrical Port,12/11/2019,Adva 10K Single Fibre SFP,13/11/2019,1,1,0,1,0,0,0,0
Staging Area,Colt Telecom,COLTETHW54874,COLTETHG54875,LBADVA71192301066,,ADVA 201,Dublin,P.Fox,N/A - Adva Electrical Port,13/11/2019,Adva 10K Single Fibre SFP,13/11/2019,1,1,0,1,0,0,0,0
Staging Area,MCI WorldCom International,WOCMETHW55599,WOCMETHG55600,LBADVA71192803031,,ADVA 201,Dublin,P.Fox,N/A - Adva Electrical Port,13/11/2019,Adva 10K Single Fibre SFP,13/11/2019,1,1,0,1,0,0,0,0
